name,type,full_text,url,source
Mastery of Form (Skinwalker),Race,You gain a +2 trait bonus on saving throws against polymorph effects. <b>Prerequisite: </b>Skinwalker,http://www.d20pfsrd.com/traits/race-traits/mastery-of-form-skinwalker/,BOM
Militant Merchant (Dwarf),Race,"You gain a +1 trait bonus to Perception checks made to determine surprise, and Perception is always a class skill for you.",http://www.d20pfsrd.com/traits/race-traits/militant-merchant-dwarf/,TEG
Mind Trapper (Dhampir),Race,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/ability-scores#TOC-Charisma-Cha-"">Charisma</a> checks to convince an ally enchanted by one of your <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Enchantment-Charm"">charm</a> spells (such as <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/c/charm-person"">charm person</a> or <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/c/charm-monster"">charm monster</a>) to do things it wouldn't normally do.",http://www.d20pfsrd.com/traits/race-traits/mind-trapper-dhampir-svetocher/,BON
Motherless (Tiefling),Race,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a> and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/disguise"">Disguise</a> checks made for the purpose of making you seem injured, sickly, or weak in some other way.",http://www.d20pfsrd.com/traits/race-traits/motherless-tiefling/,BOF
Nanite Revival (Android),Race,"Once per day as an <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Immediate-Actions"">immediate action</a>, you can command your nanites to <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Stable"">stabilize</a> you while you are <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Dying"">dying</a>, even while <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Unconscious"">unconscious</a> or <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Helpless"">helpless</a>. This does not count as a use of your nanite surge ability.",http://www.d20pfsrd.com/traits/race-traits/nanite-revival-android/,PST
"Neutralizing Gut (Race, Tiefling)",Race,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against contact and inhaled poisons, and a +3 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against ingested poisons.",http://www.d20pfsrd.com/traits/race-traits/neutralizing-gut-race-tiefling/,POW
Nine-Tailed Scion (Kitsune),Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Caster-Level"">caster level</a> checks for your racial <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Spell-Like-Abilities-Sp-"">spell-like abilities</a> as well as those from the <a target=""_top"" href=""http://www.d20pfsrd.com/feats/arg-feats/magical-tail-kitsune"">Magical Tail</a> feat. Additionally, you can select <a target=""_top"" href=""http://www.d20pfsrd.com/feats/arg-feats/magical-tail-kitsune"">Magical Tail</a> as a bonus feat whenever your favored class grants you a bonus <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/sorcerer#TOC-Bloodline"">bloodline</a> feat, <a target=""_top"" href=""http://www.d20pfsrd.com/feats/combat-feats"">combat feat</a>, or <a target=""_top"" href=""http://www.d20pfsrd.com/feats/metamagic-feats"">metamagic feat</a> instead of the normal type of feat granted by that class. You cannot exchange specific feats granted by a class or race for <a target=""_top"" href=""http://www.d20pfsrd.com/feats/arg-feats/magical-tail-kitsune"">Magical Tail</a> in this manner; for instance, a <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/monk"">monk</a> cannot exchange his <a target=""_top"" href=""http://www.d20pfsrd.com/feats/combat-feats/stunning-fist-combat-final"">Stunning Fist</a> feat for <a target=""_top"" href=""http://www.d20pfsrd.com/feats/arg-feats/magical-tail-kitsune"">Magical Tail</a>.",http://www.d20pfsrd.com/traits/race-traits/nine-tailed-scion-kitsune/,DTT
Nomadic,Race,"You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (geography) and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> checks, and one of these skills (your choice) is always a class skill for you.",http://www.d20pfsrd.com/traits/race-traits/nomadic-bas-o/,SLC
Numerological Gift (Dhampir),Race,"When you select this trait, roll 3d6. The resulting number becomes your numerological totem and can never be changed. Once per day, when you roll your totem number on a d20 (such as an <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack roll</a>, save, or skill check), you may treat that roll as if you had rolled a natural 20 on the die.",http://www.d20pfsrd.com/traits/race-traits/numerological-gift-dhampir-ru-shi/,BON
Old Before Your Time (Dhampir),Race,"Any creature trying to discern your true age must make a <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> check opposed by your <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a> check; you gain a +5 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on This check. You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/disguise"">Disguise</a> checks if your disguise makes you look at least one age category older, and ignore the check penalty for disguising yourself as a different age category while doing so.",http://www.d20pfsrd.com/traits/race-traits/old-before-your-time-dhampir-ancient-born/,BON
"Ooze Defense (Kobold, Black-Scaled)",Race,You begin play with three alkali flasks. These don't count against your starting character wealth.,http://www.d20pfsrd.com/traits/race-traits/ooze-defense-kobold-black-scaled/,KOG
Open Hand and Mind,Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/acrobatics"">Acrobatics</a> and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (religion) checks. If you have a <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/monk#TOC-Ki-Pool-Su-""> ki pool</a>, once per day as a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Swift-Actions"">swift action</a>, you may channel your ki during an <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/weapons/weapon-descriptions/strike-unarmed"">unarmed strike</a>, gaining a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on one damage roll. This additional damage is precision damage.",http://www.d20pfsrd.com/traits/race-traits/open-hand-and-mind/,HUG
Operatic,Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perform"">Perform</a> (sing) checks. Furthermore you have memorized the works of many sung in an ancient tongue (choose an ancient language), granting you a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/linguistics"">Linguistics</a> checks when trying to decipher the chosen language.",http://www.d20pfsrd.com/traits/race-traits/operatic-chelaxian/,HUG
Outcast (Half-Orc),Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> skill checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> is always a class skill for you.",http://www.d20pfsrd.com/traits/race-traits/outcast/,ULC
Pain Artist (Tiefling),Race,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> checks made against <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Helpless"">helpless</a> creatures.",http://www.d20pfsrd.com/traits/race-traits/pain-artist-tiefling-shackleborn/,BOF
Pearl Diver (Half-elf),Race,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> checks while underwater and can hold your breath for a number of rounds equal to three times your <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/ability-scores#TOC-Constitution-Con-"">Constitution</a> score before you risk drowning.",http://www.d20pfsrd.com/traits/race-traits/pearl-diver-half-elf/,PSN
Perfect Servant (Halfling),Race,"You gain a +3 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks made to influence anyone with at least one level of <a target=""_top"" href=""http://www.d20pfsrd.com/classes/npc-classes/aristocrat"">Aristocrat</a>.",http://www.d20pfsrd.com/traits/race-traits/perfect-servant/,HFG
Persuasive (Elf),Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks. This bonus increases to +3 against creatures with the <a target=""_top"" href=""http://www.d20pfsrd.com/races/core-races/elf"">elf</a> subtype.",http://www.d20pfsrd.com/traits/race-traits/persuasive-elf/,PST
Planar Negotiator (Aasimar),Race,"Whenever you cast <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/p/planar-ally"">lesser planar ally</a>, <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/p/planar-ally"">planar ally</a>, or <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/p/planar-ally"">greater planar ally</a>, you receive a 10% discount on the monetary cost required by the summoned <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Outsider"">outsiders</a>. This bonus has no effect on services the <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Outsider"">outsiders</a> may demand in order to strike a bargain.",http://www.d20pfsrd.com/traits/race-traits/planar-negotiator-aasimar/,BOA
Planetar's Visions (Aasimar),Race,"Whenever you succeed at a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Critical-Hits"">critical hit</a> with a melee weapon against an evil <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Outsider"">outsider</a>, you ignore an amount of the <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Outsider"">outsider's</a> <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/special-abilities#TOC-Damage-Reduction"">damage reduction</a> (if any) equal to the critical multiplier of your weapon (this cannot reduce a creature's <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/special-abilities#TOC-Damage-Reduction"">damage reduction</a> to below 0).",http://www.d20pfsrd.com/traits/race-traits/planetar-s-visions-aasimar-angelkin/,BOA
Poisonous Upbringing (Drow),Race,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on all saves to resist <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/afflictions/poison"">poison</a> effects. <b>Prerequisite: </b>Drow",http://www.d20pfsrd.com/traits/race-traits/poisonous-upbringing-drow/,AOE
Practiced Impression (Suli),Race,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks made against NPCs whom you have known for less than 1 hour.",http://www.d20pfsrd.com/traits/race-traits/practiced-impression-suli/,BOG
Pragmatic Polytheist (Human),Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (religion) checks and can make <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (religion) checks as if trained. Once per day, you can cast <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/r/resistance"">resistance</a> on yourself as a <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Spell-Like-Abilities-Sp-"">spell-like ability</a> cast at your highest <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Caster-Level"">caster level</a> (CL 1st if you have no <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Caster-Level"">caster level</a>).",http://www.d20pfsrd.com/traits/race-traits/pragmatic-polytheist-human/,POR
Prankster (Gnome),Race,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Dirty-Trick"">dirty trick</a> <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Combat-Maneuvers"">combat maneuver</a> checks. You also gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> to your <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Combat-Maneuver-Defense"">CMD</a> when an opponent attempts a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Dirty-Trick"">dirty trick</a> <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Combat-Maneuvers"">combat maneuver</a> check against you. If you succeed at a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Dirty-Trick"">dirty trick</a> <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Combat-Maneuvers"">combat maneuver</a> check against a flat-footed opponent, increase the duration of the condition caused by 1 round.",http://www.d20pfsrd.com/traits/race-traits/prankster-gnome/,DTT
Prayer Breaker (Tiefling),Race,"If a divine spellcaster makes a <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Concentration"">concentration</a> check to avoid losing a spell because of an injury you caused, increase the DC of that check by +2.",http://www.d20pfsrd.com/traits/race-traits/prayer-breaker-tiefling-faultspawn/,BOF
