Trait List,Trait Name,Benefit,Source,Name,URL
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/expert-smuggler-regional/"">Expert Smuggler</a>","Other creatures never gain the +4 bonus on their <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> checks (opposed by your <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sleight-of-hand"">Sleight of Hand</a> check) while frisking you.",BOG,Expert Smuggler,http://www.d20pfsrd.com/traits/regional-traits/expert-smuggler-regional/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/eye-of-the-falcon/"">Eye of the Falcon</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Illusion"">illusion</a> (<a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-lllusion-Phantasm"">phantasm</a>) spells and a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> checks to know when you are being lied to, so long as you are face to face with the speaker in question.",KIS,Eye of the Falcon,http://www.d20pfsrd.com/traits/regional-traits/eye-of-the-falcon/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/famed-performer/"">Famed Performer</a>","Once per day when you start a <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/bard#TOC-Bardic-Performance"">bardic performance</a>, you can increase the DC of the saving throw to resist your performance's effects by 1. This effect lasts until you switch performances or end your performance.",PSN,Famed Performer,http://www.d20pfsrd.com/traits/regional-traits/famed-performer/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/fey-wise/"">Fey-Wise</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against the <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Spell-Like-Abilities-Sp-"">spell-like</a> and <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Supernatural-Abilities-Su-"">supernatural</a> abilities of <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Fey"">fey</a> and a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> checks against <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Fey"">fey</a>.",POR,Fey-Wise,http://www.d20pfsrd.com/traits/regional-traits/fey-wise/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/fiery-dominance-plane-of-fire/"">Fiery Dominance (Plane of Fire)</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> checks against <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Humanoid"">humanoids</a> of a subtype different from your own (or all non-<a target=""_top"" href=""http://www.d20pfsrd.com/races/core-races/human"">human</a> <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Humanoid"">humanoids</a>, if you are not a <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Humanoid"">humanoid</a>), and the DC for such creatures to demoralize you with <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> is 2 higher than usual.",BOE,Fiery Dominance (Plane of Fire),http://www.d20pfsrd.com/traits/regional-traits/fiery-dominance-plane-of-fire/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/fixer/"">Fixer</a>","Once per day, you can tinker with a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Broken"">broken</a> object to allow anyone who uses it to ignore the penalties for its <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Broken"">broken</a> condition for 24 hours (this does not affect the object’s <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Hit-Points"">hit points</a>). At the end of this time, it regains the <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Broken"">broken</a> condition (but you can use this trait on it over and over again).",HFG,Fixer,http://www.d20pfsrd.com/traits/regional-traits/fixer/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/flotsam-coastline/"">Flotsam (Coastline)</a>","You gain a +2 bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Reflex"">Reflex</a> saves against spells and effects with the <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Magic-Descriptor-Fire"">fire descriptor</a>.",DSH,Flotsam (Coastline),http://www.d20pfsrd.com/traits/regional-traits/flotsam-coastline/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/footsteps-of-the-north-regional/"">Footsteps of the North (Regional)</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Fortitude"">Fortitude</a> saving throws to resist the effects of cold weather. <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> is a class skill for you, and you gain a bonus language <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Native"">native</a> to northern people.",MRM,Footsteps of the North (Regional),http://www.d20pfsrd.com/traits/regional-traits/footsteps-of-the-north-regional/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/forbidden-knowledge/"">Forbidden Knowledge</a>","Anytime you would roll a <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (planes) check, you may roll a <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (history) or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (religion) check instead.",USH,Forbidden Knowledge,http://www.d20pfsrd.com/traits/regional-traits/forbidden-knowledge/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/free-people-regional/"">Free People (Regional)</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/sense-motive"">Sense Motive</a> checks and on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Will"">Will</a> saves against <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Magic-Descriptor-Mind-Affecting"">mind-affecting</a> effects.",HFF,Free People (Regional),http://www.d20pfsrd.com/traits/regional-traits/free-people-regional/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/freed-slave-regional/"">Freed Slave</a>","You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Will"">Will</a> saves.",ISP,Freed Slave,http://www.d20pfsrd.com/traits/regional-traits/freed-slave-regional/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/freed-slave-katapesh/"">Freed Slave</a>","You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Fortitude"">Fortitude</a> saves.",LOF,Freed Slave,http://www.d20pfsrd.com/traits/regional-traits/freed-slave-katapesh/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/freedom-fighter-shokuro/"">Freedom Fighter</a>","You gain a +1 trait bonus on attacks made with improvised weapons. If you do not possess the <a target=""_top"" href=""http://www.d20pfsrd.com/feats/combat-feats/catch-off-guard-combat"">Catch Off-Guard</a> or <a target=""_top"" href=""http://www.d20pfsrd.com/feats/combat-feats/throw-anything-combat-final"">Throw Anything</a> feats, you still take penalties on these <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack rolls</a> as normal.",DEP,Freedom Fighter,http://www.d20pfsrd.com/traits/regional-traits/freedom-fighter-shokuro/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/freedom-fighter-regional/"">Freedom Fighter</a>",You gain a +1 trait bonus on attack and damage rolls against slavers or any creature holding someone against their will.,ISP,Freedom Fighter,http://www.d20pfsrd.com/traits/regional-traits/freedom-fighter-regional/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/friend-of-the-dead-regional/"">Friend of the Dead</a>","You gain a +2 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks against sentient <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Undead"">undead</a>.",ISP,Friend of the Dead,http://www.d20pfsrd.com/traits/regional-traits/friend-of-the-dead-regional/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/friend-of-the-fey-regional-lands-of-the-linnorm-kings/"">Friend of the Fey</a>","You gain a +2 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/diplomacy"">Diplomacy</a> checks against <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Fey"">fey</a> creatures.",ISP,Friend of the Fey,http://www.d20pfsrd.com/traits/regional-traits/friend-of-the-fey-regional-lands-of-the-linnorm-kings/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/frontier-forged/"">Frontier-Forged (Any Frontier Area)</a>","You receive a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> checks and a +1 bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/survival"">Survival</a> checks made to get along in the wild.",ULC,Frontier-Forged (Any Frontier Area),http://www.d20pfsrd.com/traits/regional-traits/frontier-forged/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/frostborn-dwarf-regional-trait/"">Frostborn</a>","You gain a +4 trait bonus on any savings throws made to resist the effects of cold environments, as well as a +1 trait bonus on all saving throws against cold effects.",DOG,Frostborn,http://www.d20pfsrd.com/traits/regional-traits/frostborn-dwarf-regional-trait/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/gallant-imposter/"">Gallant Imposter</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (nobility) and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (religion) checks. In addition, you gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on both <a target=""_top"" href=""http://www.d20pfsrd.com/skills/disguise"">Disguise</a> and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a> checks while attempting to impersonate a knight.",KIS,Gallant Imposter,http://www.d20pfsrd.com/traits/regional-traits/gallant-imposter/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/dump-salvager/"">Garbage Picker</a>",You gain a +3 trait bonus on Perception checks to search for concealed items.,CED,Garbage Picker,http://www.d20pfsrd.com/traits/regional-traits/dump-salvager/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/kyonin-gatekeeper-kyonin/"">Gate Keeper (Elf)</a>","You gain a +1 trait bonus on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/spellcraft"">Spellcraft</a> checks to identify teleportation magic and a +1 trait bonus to caster level checks when casting teleportation spells. You know the proper commands to operate a particular elf gate (most likely an often used elf gate, but at the GM’s discretion it may be a less popular or out-of-the-way elf gate).",EOG,Gate Keeper (Elf),http://www.d20pfsrd.com/traits/regional-traits/kyonin-gatekeeper-kyonin/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/genie-caller-regional-qadira/"">Genie-Caller</a>","Once per day, you may cast one <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Conjuration"">conjuration</a> (summoning) spell as if your caster level were 2 higher than normal.",ISP,Genie-Caller,http://www.d20pfsrd.com/traits/regional-traits/genie-caller-regional-qadira/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/ghost-survivor/"">Ghost Survivor</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (religion) checks to identify <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Incorporeal"">incorporeal</a> <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Undead"">undead</a> and a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Fortitude"">Fortitude</a> saving throws against effects that inflict <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/special-abilities#TOC-Energy-Drain-and-Negative-Levels"">negative levels</a>.",USH,Ghost Survivor,http://www.d20pfsrd.com/traits/regional-traits/ghost-survivor/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/ghoulish-affinity/"">Ghoulish Affinity</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/perception"">Perception</a> checks to notice <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Undead"">undead</a> disguised as living creatures, and a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Fortitude"">Fortitude</a> saves against diseases and poisons inflicted by <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Undead"">undead</a>.",USH,Ghoulish Affinity,http://www.d20pfsrd.com/traits/regional-traits/ghoulish-affinity/
Regional,"<a href=""http://www.d20pfsrd.com/traits/regional-traits/gladiatorial-alumnus/"">Gladiatorial Alumnus</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on performance combat checks and a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Combat-Maneuvers"">combat maneuver</a> checks to perform the selected maneuver.",POR,Gladiatorial Alumnus,http://www.d20pfsrd.com/traits/regional-traits/gladiatorial-alumnus/
